,Unnamed: 0,time,latitude,longitude,depth,magnitude,event_description,associated_phase_count,azimuthal_gap,event_id,horizontal_uncertainty,local_magnitude,moment_magnitude,duration_magnitude,magnitude_type,p_phase_count,s_phase_count,p_pick_count,s_pick_count,standard_error,used_phase_count,station_count,vertical_uncertainty,updated,author,agency_id,creation_time,version,stations,strike,dip,rake,kappa,scalar error,template-id,Slip style
6394,6394,2016-11-15 10:54:58.035000,-42.26007,173.88109,3922.0,3.67196359824,,0.0,,smi:local/2016_11_15t10_55_05_20161115T105505.878396,578.0,3.67196359824,,,ML,0.0,0.0,21.0,40.0,0.802549777969,218.0,0.0,322.0,2021-06-09 22:17:51.000000,EQcorrscan,,2021-06-08 15:42:25.316724,,,247.710379148254,72.9249556567098,-152.881419545989,2.42682636002288,30.3799210945145,2016_11_15t10_55_05,Strike-slip
6395,6395,2016-11-15 10:57:30.263921,-41.753661,174.305199,9851.562,1.95921916909,,8.0,222.69,smi:local/2016_11_14t21_57_49_20161115T105733.345063,,1.95921916909,,,ML,3.0,5.0,3.0,7.0,0.302051,8.0,7.0,4068.56239967,2021-06-09 22:17:52.000000,EQcorrscan,,2021-06-08 15:42:32.547678,,"BHW, BSWZ, CMWZ, DUWZ, MRNZ, TKNZ, WEL",,,,,,2016_11_14t21_57_49,Unknown
6396,6396,2016-11-15 10:59:22.395000,-42.382,173.66908,8822.0,1.75459073333,,0.0,,smi:local/2016_11_16t10_23_47_20161115T105930.045063,10.0,1.75459073333,,,ML,0.0,0.0,5.0,16.0,3.275,10.0,0.0,32.0,2021-06-09 22:17:54.000000,EQcorrscan,,2021-06-08 15:42:52.057775,,,,,,,,2016_11_16t10_23_47,Unknown
6397,6397,2016-11-15 11:00:55.599000,-42.22982,173.89049,4897.0,1.74449030875,,0.0,,smi:local/2016_11_15t22_30_58_20161115T110103.845063,213.0,1.74449030875,,,ML,0.0,0.0,4.0,11.0,0.3,24.0,0.0,225.0,2021-06-09 22:17:55.000000,EQcorrscan,,2021-06-08 15:42:25.486287,,,,,,,,2016_11_15t22_30_58,Unknown
6398,6398,2016-11-15 11:01:11.190000,-42.45794,173.86257,5157.0,1.79861810546,,0.0,,smi:local/2016_11_15t16_49_30_20161115T110116.911729,82.0,1.79861810546,,,ML,0.0,0.0,6.0,9.0,1.00102974828,130.0,0.0,100.0,2021-06-09 22:17:57.000000,EQcorrscan,,2021-06-08 15:42:26.848663,,,,,,,,2016_11_15t16_49_30,Unknown
6399,6399,2016-11-15 11:02:17.345641,-41.722746,174.278564,8289.062,1.62470685612,,9.0,204.43,smi:local/2016_11_14t21_57_49_20161115T110219.911729,,1.62470685612,,,ML,3.0,6.0,3.0,7.0,0.270187,9.0,6.0,3680.36682954,2021-06-09 22:17:58.000000,EQcorrscan,,2021-06-08 15:42:32.438957,,"BSWZ, CMWZ, DUWZ, MRNZ, OGWZ, TCW",,,,,,2016_11_14t21_57_49,Unknown
6400,6400,2016-11-15 11:02:42.897000,-41.74619,174.17053,10377.0,1.76975790135,,0.0,,smi:local/2016_11_14t21_08_19_20161115T110248.445063,65.0,1.76975790135,,,ML,0.0,0.0,10.0,15.0,0.605405106434,409.0,0.0,184.0,2021-06-09 22:18:00.000000,EQcorrscan,,2021-06-08 15:42:46.311416,,,,,,,,2016_11_14t21_08_19,Unknown
6401,6401,2016-11-15 11:03:24.202000,-41.71458,174.26339,6775.0,2.33499968851,,0.0,,smi:local/2016_11_16t17_58_41_20161115T110331.211729,642.0,2.33499968851,,,ML,0.0,0.0,4.0,20.0,0.12,18.0,0.0,617.0,2021-06-09 22:18:02.000000,EQcorrscan,,2021-06-08 15:43:05.153114,,,,,,,,2016_11_16t17_58_41,Strike-slip
6402,6402,2016-11-15 11:03:47.223000,-41.83239,174.20961,4320.0,2.89749859833,,0.0,,smi:local/2016_12_28t09_03_18_20161115T110350.045063,502.0,2.89749859833,,,ML,0.0,0.0,15.0,22.0,1.305,234.0,0.0,512.0,2021-06-09 22:18:06.000000,EQcorrscan,,2021-06-08 15:43:03.033828,,,,,,,,2016_12_28t09_03_18,Strike-slip
6403,6403,2016-11-15 11:05:26.742696,-41.967916,173.974988,11355.469,2.67323288742,,11.0,174.688,smi:local/2016_11_18t11_03_08_20161115T110532.211729,,2.67323288742,,,ML,6.0,5.0,6.0,9.0,0.109719,11.0,10.0,4052.38201556,2021-06-09 22:18:07.000000,EQcorrscan,,2021-06-08 15:42:56.008307,,"BSWZ, CMWZ, KHZ, KIW, MRNZ, OGWZ, THZ, TKNZ, TUWZ, WEL",,,,,,2016_11_18t11_03_08,Strike-slip
6404,6404,2016-11-15 11:06:10.821637,-41.886216,174.209426,10906.25,2.00803180712,,8.0,263.962,smi:local/2016_11_14t00_03_31_20161115T110625.478396,,2.00803180712,,,ML,6.0,2.0,6.0,3.0,0.157949,8.0,7.0,15568.8470993,2021-06-09 22:18:08.000000,EQcorrscan,,2021-06-08 15:42:45.443768,,"BHW, CAW, KHZ, MTW, NNZ, OGWZ, WEL",,,,,,2016_11_14t00_03_31,Unknown
6405,6405,2016-11-15 11:07:10.163873,-42.120424,173.757516,7566.406,1.62676751764,,16.0,164.623,smi:local/2016_11_17t07_30_22_20161115T110714.345063,,1.62676751764,,,ML,8.0,8.0,8.0,10.0,0.222584,16.0,9.0,5987.07775129,2021-06-09 22:18:10.000000,EQcorrscan,,2021-06-08 15:42:43.697450,,"GVZ, LTZ, MQZ, MRNZ, OXZ, THZ, TKNZ, TUWZ, WEL",,,,,,2016_11_17t07_30_22,Strike-slip
6406,6406,2016-11-15 11:07:39.467000,-41.81337,174.19817,13884.0,1.88609488948,,0.0,,smi:local/2016_11_13t18_34_30_20161115T110743.111729,703.0,1.88609488948,,,ML,0.0,0.0,5.0,11.0,0.432,12.0,0.0,560.0,2021-06-09 22:18:11.000000,EQcorrscan,,2021-06-08 15:43:02.063863,,,,,,,,2016_11_13t18_34_30,Strike-slip
6407,6407,2016-11-15 11:07:56.369772,-41.709642,174.277837,8035.156,1.80678014496,,10.0,171.561,smi:local/2016_11_13t17_35_54_20161115T110758.811729,,1.80678014496,,,ML,1.0,9.0,1.0,13.0,0.257212,10.0,8.0,3508.21892133,2021-06-09 22:18:13.000000,EQcorrscan,,2021-06-08 15:42:28.330762,,"BSWZ, CAW, CMWZ, MTW, OGWZ, TCW, TUWZ, WEL",,,,,,2016_11_13t17_35_54,Unknown
6408,6408,2016-11-15 11:08:02.945000,-42.45258,173.47592,11995.0,2.87675143875,,0.0,,smi:local/2016_11_15t12_46_55_20161115T110806.178396,181.0,2.87675143875,,,ML,0.0,0.0,6.0,24.0,0.437890634515,424.0,0.0,151.0,2021-06-09 22:18:15.000000,EQcorrscan,,2021-06-08 15:42:48.499074,,,,,,,,2016_11_15t12_46_55,Unknown
6409,6409,2016-11-15 11:08:36.015000,-41.97887,173.79972,11836.0,2.87476486913,,0.0,,smi:local/2016_11_15t11_08_40_20161115T110840.545063,148.0,2.87476486913,,,ML,0.0,0.0,20.0,31.0,0.286420932086,1644.0,0.0,156.0,2021-06-09 22:18:20.000000,EQcorrscan,,2021-06-08 15:43:00.674134,,,312.236078955998,51.601688762726,-104.570818100589,2.35002991046675,30.9378131762812,2016_11_15t11_08_40,Normal
6410,6410,2016-11-15 11:09:42.858000,-41.76778,174.23528,315.0,2.0070097119,,0.0,,smi:local/2016_11_15t01_42_51_20161115T110951.511729,145.0,2.0070097119,,,ML,0.0,0.0,3.0,13.0,0.808354591837,65.0,0.0,136.0,2021-06-09 22:18:21.000000,EQcorrscan,,2021-06-08 15:43:05.612901,,,,,,,,2016_11_15t01_42_51,Unknown
6411,6411,2016-11-15 11:10:14.107000,-41.74478,174.25903,9548.0,1.88392225805,,0.0,,smi:local/2016_11_15t02_48_51_20161115T111017.345063,556.0,1.88392225805,,,ML,0.0,0.0,4.0,18.0,2.64923076923,28.0,0.0,341.0,2021-06-09 22:18:23.000000,EQcorrscan,,2021-06-08 15:42:42.639500,,,,,,,,2016_11_15t02_48_51,Strike-slip
6412,6412,2016-11-15 11:10:50.244000,-42.20906,173.557,14793.0,1.7218870909,,0.0,,smi:local/2016_11_16t15_29_53_20161115T111056.278396,242.0,1.7218870909,,,ML,0.0,0.0,11.0,22.0,0.791693498452,462.0,0.0,313.0,2021-06-09 22:18:26.000000,EQcorrscan,,2021-06-08 15:42:49.171859,,,,,,,,2016_11_16t15_29_53,Normal
6413,6413,2016-11-15 11:11:13.982000,-41.98007,173.80016,11783.0,1.73801140486,,0.0,,smi:local/2016_11_15t11_08_40_20161115T111118.678396,166.0,1.73801140486,,,ML,0.0,0.0,11.0,22.0,0.268654941233,692.0,0.0,149.0,2021-06-09 22:18:29.000000,EQcorrscan,,2021-06-08 15:43:00.696600,,,,,,,,2016_11_15t11_08_40,Normal
6414,6414,2016-11-15 11:11:45.786000,-41.86753,174.09523,9347.0,1.95674404163,,0.0,,smi:local/2016_11_16t14_28_10_20161115T111150.211729,215.0,1.95674404163,,,ML,0.0,0.0,7.0,11.0,1.56545454545,41.0,0.0,96.0,2021-06-09 22:18:31.000000,EQcorrscan,,2021-06-08 15:43:03.242678,,,,,,,,2016_11_16t14_28_10,Unknown
6415,6415,2016-11-15 11:14:10.980000,-41.74655,174.22117,13014.0,1.92375748443,,0.0,,smi:local/2017_04_06t12_01_31_20161115T111414.178396,201.0,1.92375748443,,,ML,0.0,0.0,10.0,24.0,0.457450644641,418.0,0.0,456.0,2021-06-09 22:18:34.000000,EQcorrscan,,2021-06-08 15:42:45.044969,,,,,,,,2017_04_06t12_01_31,Strike-slip
6416,6416,2016-11-15 11:15:50.876000,-41.70452,174.27993,8480.0,2.39412380994,,0.0,,smi:local/2016_11_15t15_56_46_20161115T111558.411729,560.0,2.39412380994,,,ML,0.0,0.0,6.0,14.0,2.49445833845,419.0,0.0,716.0,2021-06-09 22:18:36.000000,EQcorrscan,,2021-06-08 15:42:42.804437,,,,,,,,2016_11_15t15_56_46,Strike-slip
6417,6417,2016-11-15 11:16:16.644000,-41.78322,174.31814,7077.0,3.10510275805,,0.0,,smi:local/2016_11_15t11_16_20_20161115T111620.245063,599.0,3.10510275805,,,ML,0.0,0.0,17.0,24.0,3.81006060606,43.0,0.0,606.0,2021-06-09 22:18:40.000000,EQcorrscan,,2021-06-08 15:43:00.357263,,,,,,,,2016_11_15t11_16_20,Unknown
6418,6418,2016-11-15 11:18:36.214000,-41.77817,174.21321,7369.0,3.02551131654,,0.0,,smi:local/2016_11_13t14_22_52_20161115T111837.778396,146.0,3.02551131654,,,ML,0.0,0.0,1.0,15.0,0.22,12.0,0.0,236.0,2021-06-09 22:18:41.000000,EQcorrscan,,2021-06-08 15:42:28.866932,,,,,,,,2016_11_13t14_22_52,Strike-slip
6419,6419,2016-11-15 11:19:30.942000,-42.05529,173.76048,12643.0,1.91440881246,,0.0,,smi:local/2016_11_15t00_39_24_20161115T111939.311729,197.0,1.91440881246,,,ML,0.0,0.0,4.0,9.0,0.35,40.0,0.0,240.0,2021-06-09 22:18:43.000000,EQcorrscan,,2021-06-08 15:42:41.653353,,,,,,,,2016_11_15t00_39_24,Strike-slip
6420,6420,2016-11-15 11:20:01.256000,-41.75618,174.45002,5387.0,2.2779289077,,0.0,,smi:local/2017_04_10t11_41_38_20161115T112006.711729,766.0,2.2779289077,,,ML,0.0,0.0,7.0,11.0,1.97706293706,144.0,0.0,501.0,2021-06-09 22:18:45.000000,EQcorrscan,,2021-06-08 15:43:02.219233,,,,,,,,2017_04_10t11_41_38,Strike-slip
6421,6421,2016-11-15 11:21:14.781000,-42.22538,173.81498,8973.0,2.19231775949,,0.0,,smi:local/2016_11_14t16_27_25_20161115T112120.578396,738.0,2.19231775949,,,ML,0.0,0.0,6.0,23.0,0.948,24.0,0.0,626.0,2021-06-09 22:18:47.000000,EQcorrscan,,2021-06-08 15:42:27.678457,,,,,,,,2016_11_14t16_27_25,Reverse
6422,6422,2016-11-15 11:21:32.020000,-41.80289,174.31026,2605.0,1.96669459104,,0.0,,smi:local/2017_03_17t20_54_11_20161115T112136.045063,918.0,1.96669459104,,,ML,0.0,0.0,6.0,22.0,3.00382608696,127.0,0.0,387.0,2021-06-09 22:18:49.000000,EQcorrscan,,2021-06-08 15:42:42.878083,,,,,,,,2017_03_17t20_54_11,Reverse
6423,6423,2016-11-15 11:23:16.845000,-41.71003,174.26792,8239.0,2.0071015089,,0.0,,smi:local/2016_11_19t09_51_46_20161115T112320.245063,428.0,2.0071015089,,,ML,0.0,0.0,18.0,25.0,0.334154711674,1364.0,0.0,684.0,2021-06-09 22:18:53.000000,EQcorrscan,,2021-06-08 15:43:00.149768,,,,,,,,2016_11_19t09_51_46,Reverse
6424,6424,2016-11-15 11:24:26.256000,-41.72428,174.15636,13062.0,1.98859783305,,0.0,,smi:local/2016_12_08t06_10_11_20161115T112429.945063,150.0,1.98859783305,,,ML,0.0,0.0,4.0,20.0,1.80922508104,761.0,0.0,148.0,2021-06-09 22:18:55.000000,EQcorrscan,,2021-06-08 15:42:35.137145,,,,,,,,2016_12_08t06_10_11,Strike-slip
6425,6425,2016-11-15 11:24:44.794705,-41.689709,174.309923,7371.094,1.98140011041,,12.0,150.442,smi:local/2016_11_24t08_53_19_20161115T112447.545063,,1.98140011041,,,ML,1.0,11.0,1.0,18.0,0.480863,12.0,11.0,2950.73550153,2021-06-09 22:18:57.000000,EQcorrscan,,2021-06-08 15:42:26.969059,,"BSWZ, CAW, CMWZ, DSZ, MRNZ, MTW, NNZ, PLWZ, TKNZ, TUWZ, WEL",,,,,,2016_11_24t08_53_19,Strike-slip
6426,6426,2016-11-15 11:27:32.813000,-42.50865,173.43635,9632.0,1.78043677408,,0.0,,smi:local/2016_11_16t02_55_10_20161115T112737.211729,48.0,1.78043677408,,,ML,0.0,0.0,7.0,10.0,0.433833333333,76.0,0.0,89.0,2021-06-09 22:18:58.000000,EQcorrscan,,2021-06-08 15:42:29.588494,,,,,,,,2016_11_16t02_55_10,Strike-slip
6427,6427,2016-11-15 11:30:35.012000,-42.17322,173.57183,13169.0,1.70410070079,,0.0,,smi:local/2016_12_02t17_30_54_20161115T113040.445063,185.0,1.70410070079,,,ML,0.0,0.0,9.0,9.0,0.36211556384,95.0,0.0,333.0,2021-06-09 22:19:00.000000,EQcorrscan,,2021-06-08 15:42:52.641622,,,,,,,,2016_12_02t17_30_54,Unknown
6428,6428,2016-11-15 11:30:44.902000,-41.73719,174.25356,10056.0,1.82121306358,,0.0,,smi:local/2016_11_20t12_22_47_20161115T113047.678396,224.0,1.82121306358,,,ML,0.0,0.0,16.0,28.0,1.33392004547,571.0,0.0,327.0,2021-06-09 22:19:04.000000,EQcorrscan,,2021-06-08 15:42:50.187330,,,,,,,,2016_11_20t12_22_47,Reverse
6429,6429,2016-11-15 11:30:55.008000,-42.36389,173.0359,10338.0,1.44586114446,,0.0,,smi:local/2016_11_16t14_20_17_20161115T113103.811729,26.0,1.44586114446,,,ML,0.0,0.0,5.0,8.0,0.233212121212,52.0,0.0,120.0,2021-06-09 22:19:05.000000,EQcorrscan,,2021-06-08 15:42:27.427976,,,,,,,,2016_11_16t14_20_17,Normal
6430,6430,2016-11-15 11:31:48.001794,-41.794543,174.3158,2019.531,1.59982483576,,6.0,172.869,smi:local/2017_03_17t20_54_11_20161115T113151.045063,,1.59982483576,,,ML,2.0,4.0,2.0,6.0,0.195724,6.0,5.0,15663.9394789,2021-06-09 22:19:06.000000,EQcorrscan,,2021-06-08 15:42:42.948961,,"CMWZ, MTW, OGWZ, OXZ, THZ",,,,,,2017_03_17t20_54_11,Reverse
6431,6431,2016-11-15 11:32:56.202057,-42.373376,173.758199,-1007.812,1.95504771679,,8.0,288.348,smi:local/2016_11_14t01_45_35_20161115T113310.911729,,1.95504771679,,,ML,5.0,3.0,5.0,4.0,0.191197,8.0,5.0,20159.6130915,2021-06-09 22:19:07.000000,EQcorrscan,,2021-06-08 15:42:57.470029,,"DSZ, DUWZ, MRNZ, THZ, TKNZ",,,,,,2016_11_14t01_45_35,Unknown
6432,6432,2016-11-15 11:35:01.118000,-41.82306,174.27813,17599.0,2.26404209077,,0.0,,smi:local/2016_11_14t07_59_18_20161115T113509.478396,77.0,2.26404209077,,,ML,0.0,0.0,7.0,14.0,0.558333333333,185.0,0.0,59.0,2021-06-09 22:19:09.000000,EQcorrscan,,2021-06-08 15:42:56.454488,,,,,,,,2016_11_14t07_59_18,Strike-slip
6433,6433,2016-11-15 11:35:01.878000,-41.76588,174.34272,14853.0,2.17390818787,,0.0,,smi:local/2016_11_14t03_13_08_20161115T113512.078396,28.0,2.17390818787,,,ML,0.0,0.0,7.0,8.0,0.6165,72.0,0.0,21.0,2021-06-09 22:19:11.000000,EQcorrscan,,2021-06-08 15:42:59.006651,,,,,,,,2016_11_14t03_13_08,Unknown
6434,6434,2016-11-15 11:35:12.988000,-42.3431,173.80275,6788.0,2.06110748096,,0.0,,smi:local/2016_11_17t10_56_03_20161115T113518.778396,1009.0,2.06110748096,,,ML,0.0,0.0,5.0,16.0,5.76655307995,116.0,0.0,631.0,2021-06-09 22:19:13.000000,EQcorrscan,,2021-06-08 15:42:32.940240,,,,,,,,2016_11_17t10_56_03,Unknown
6435,6435,2016-11-15 11:36:05.831000,-41.84641,174.1817,5074.0,3.21030892905,,0.0,,smi:local/2016_11_15t11_36_10_20161115T113610.078396,8.0,3.21030892905,,,ML,0.0,0.0,19.0,28.0,1.605,9.0,0.0,5.0,2021-06-09 22:19:17.000000,EQcorrscan,,2021-06-08 15:42:46.167820,,,164.039862559568,84.2939879227727,-126.868196891903,2.87373663752797,27.6086331740345,2016_11_15t11_36_10,Normal
6436,6436,2016-11-15 11:36:52.816000,-42.14504,173.68681,9866.0,3.51538172251,,0.0,,smi:local/2016_11_15t11_36_56_20161115T113656.578396,367.0,3.51538172251,,,ML,0.0,0.0,21.0,28.0,1.18928571429,9.0,0.0,182.0,2021-06-09 22:19:22.000000,EQcorrscan,,2021-06-08 15:42:52.385386,,,160.396511103985,85.537017221738,-51.3284803856605,3.57790960597395,24.3882807997479,2016_11_15t11_36_56,Normal
6437,6437,2016-11-15 11:38:24.057000,-41.72899,174.22133,11333.0,2.62347013463,,0.0,,smi:local/2016_12_04t06_05_07_20161115T113827.778396,462.0,2.62347013463,,,ML,0.0,0.0,7.0,13.0,0.487414092055,538.0,0.0,299.0,2021-06-09 22:19:24.000000,EQcorrscan,,2021-06-08 15:42:53.721118,,,,,,,,2016_12_04t06_05_07,Strike-slip
6438,6438,2016-11-15 11:39:42.074000,-42.07561,173.66546,6196.0,2.64352090714,,0.0,,smi:local/2016_11_15t07_24_35_20161115T113949.911729,174.0,2.64352090714,,,ML,0.0,0.0,14.0,39.0,1.30826530509,990.0,0.0,120.0,2021-06-09 22:19:28.000000,EQcorrscan,,2021-06-08 15:42:34.098489,,,,,,,,2016_11_15t07_24_35,Unknown
6439,6439,2016-11-15 11:40:17.973000,-41.82347,174.11465,10020.0,2.58042259684,,0.0,,smi:local/2016_12_22t05_41_35_20161115T114021.078396,598.0,2.58042259684,,,ML,0.0,0.0,13.0,25.0,0.624490306442,316.0,0.0,561.0,2021-06-09 22:19:32.000000,EQcorrscan,,2021-06-08 15:42:57.237539,,,,,,,,2016_12_22t05_41_35,Reverse
6440,6440,2016-11-15 11:40:28.911000,-42.07467,173.66881,5861.0,2.18764959257,,0.0,,smi:local/2016_11_15t12_32_20_20161115T114032.378396,310.0,2.18764959257,,,ML,0.0,0.0,4.0,26.0,1.56923076923,136.0,0.0,238.0,2021-06-09 22:19:34.000000,EQcorrscan,,2021-06-08 15:42:40.732994,,,,,,,,2016_11_15t12_32_20,Unknown
6441,6441,2016-11-15 11:40:37.593000,-42.08009,173.71627,940.0,1.89472885008,,0.0,,smi:local/2016_11_15t12_32_20_20161115T114041.778396,51.0,1.89472885008,,,ML,0.0,0.0,2.0,17.0,16.6916129032,64.0,0.0,115.0,2021-06-09 22:19:36.000000,EQcorrscan,,2021-06-08 15:42:41.092104,,,,,,,,2016_11_15t12_32_20,Unknown
6442,6442,2016-11-15 11:41:48.037000,-41.75119,174.33163,14683.0,2.6215446698,,0.0,,smi:local/2016_11_19t19_27_37_20161115T114152.811729,206.0,2.6215446698,,,ML,0.0,0.0,7.0,22.0,0.679615720524,274.0,0.0,111.0,2021-06-09 22:19:38.000000,EQcorrscan,,2021-06-08 15:42:39.801991,,,,,,,,2016_11_19t19_27_37,Normal
6443,6443,2016-11-15 11:42:57.786000,-41.84309,174.22598,8032.0,1.69077515973,,0.0,,smi:local/2016_11_19t07_19_01_20161115T114257.211729,38.0,1.69077515973,,,ML,0.0,0.0,7.0,4.0,2.09571428571,18.0,0.0,48.0,2021-06-09 22:19:39.000000,EQcorrscan,,2021-06-08 15:42:52.921616,,,,,,,,2016_11_19t07_19_01,Strike-slip
6444,6444,2016-11-15 11:43:00.087668,-41.764685,174.188403,11140.625,2.0056994611,,15.0,211.438,smi:local/2016_11_13t14_28_14_20161115T114302.911729,,2.0056994611,,,ML,6.0,9.0,6.0,16.0,0.356904,15.0,11.0,3847.50568551,2021-06-09 22:19:41.000000,EQcorrscan,,2021-06-08 15:42:35.282091,,"BHW, BSWZ, CAW, CMWZ, KIW, MTW, OGWZ, TCW, THZ, TUWZ, WEL",,,,,,2016_11_13t14_28_14,Strike-slip
6445,6445,2016-11-15 11:43:21.999000,-41.72898,174.22052,11367.0,2.60362234383,,0.0,,smi:local/2016_12_04t06_05_07_20161115T114325.478396,448.0,2.60362234383,,,ML,0.0,0.0,5.0,8.0,0.489222222222,148.0,0.0,309.0,2021-06-09 22:19:42.000000,EQcorrscan,,2021-06-08 15:42:53.743907,,,,,,,,2016_12_04t06_05_07,Strike-slip
6446,6446,2016-11-15 11:43:34.919000,-41.74802,174.17887,11907.0,2.90774164727,,0.0,,smi:local/2016_11_15t13_16_39_20161115T114337.611729,307.0,2.90774164727,,,ML,0.0,0.0,5.0,17.0,1.3248938992,213.0,0.0,212.0,2021-06-09 22:19:44.000000,EQcorrscan,,2021-06-08 15:42:26.747088,,,,,,,,2016_11_15t13_16_39,Strike-slip
6447,6447,2016-11-15 11:43:54.370000,-42.04972,173.85564,6044.0,2.64646749699,,0.0,,smi:local/2017_05_06t01_24_18_20161115T114358.178396,614.0,2.64646749699,,,ML,0.0,0.0,15.0,24.0,2.19786184211,70.0,0.0,166.0,2021-06-09 22:19:48.000000,EQcorrscan,,2021-06-08 15:42:58.541738,,,,,,,,2017_05_06t01_24_18,Strike-slip
6448,6448,2016-11-15 11:45:24.925000,-42.52908,173.30967,10157.0,3.80826053269,,0.0,,smi:local/2016_11_15t11_45_30_20161115T114530.811729,321.0,3.80826053269,,,ML,0.0,0.0,19.0,32.0,0.726266609146,217.0,0.0,614.0,2021-06-09 22:19:52.000000,EQcorrscan,,2021-06-08 15:42:32.891224,,,333.369918974417,37.3211456739772,28.1096132527661,4.60678944584428,21.1379521356687,2016_11_15t11_45_30,Strike-slip
6449,6449,2016-11-15 11:47:41.255000,-41.74962,174.16497,11394.0,1.94663557938,,0.0,,smi:local/2016_11_14t04_41_59_20161115T114744.711729,569.0,1.94663557938,,,ML,0.0,0.0,5.0,15.0,0.800892857143,195.0,0.0,349.0,2021-06-09 22:19:54.000000,EQcorrscan,,2021-06-08 15:43:00.488294,,,,,,,,2016_11_14t04_41_59,Strike-slip
6450,6450,2016-11-15 11:49:32.985000,-42.05677,173.76478,8342.0,2.11224157699,,0.0,,smi:local/2016_11_13t17_13_49_20161115T114941.745063,115.0,2.11224157699,,,ML,0.0,0.0,3.0,13.0,0.27506127451,67.0,0.0,69.0,2021-06-09 22:19:56.000000,EQcorrscan,,2021-06-08 15:42:37.912583,,,,,,,,2016_11_13t17_13_49,Unknown
6451,6451,2016-11-15 11:51:19.114000,-42.26419,173.64876,8459.0,2.82555540882,,0.0,,smi:local/2016_11_15t11_51_24_20161115T115124.111729,5.0,2.82555540882,,,ML,0.0,0.0,16.0,26.0,0.962537076271,182.0,0.0,12.0,2021-06-09 22:20:00.000000,EQcorrscan,,2021-06-08 15:43:03.281664,,,239.266062323882,42.920145039828,42.9096161865813,2.21761159513342,31.9700598027586,2016_11_15t11_51_24,Strike-slip
6452,6452,2016-11-15 11:52:10.624500,-41.724287,174.231326,11863.281,2.20380019509,,8.0,151.679,smi:local/2016_12_04t06_05_07_20161115T115213.645063,,2.20380019509,,,ML,2.0,6.0,2.0,8.0,0.205006,8.0,6.0,2072.85793049,2021-06-09 22:20:01.000000,EQcorrscan,,2021-06-08 15:42:53.789544,,"BHW, BSWZ, CMWZ, KHZ, MRNZ, TUWZ",,,,,,2016_12_04t06_05_07,Strike-slip
6453,6453,2016-11-15 11:53:53.735000,-41.97711,173.98903,6387.0,2.45480303708,,0.0,,smi:local/2016_11_21t03_48_55_20161115T115359.511729,325.0,2.45480303708,,,ML,0.0,0.0,7.0,29.0,0.704166666667,78.0,0.0,285.0,2021-06-09 22:20:04.000000,EQcorrscan,,2021-06-08 15:42:50.087466,,,,,,,,2016_11_21t03_48_55,Strike-slip
6454,6454,2016-11-15 11:54:21.138702,-42.059533,173.756,6804.688,1.91926361426,,14.0,144.125,smi:local/2016_11_15t10_49_20_20161115T115429.045063,,1.91926361426,,,ML,10.0,4.0,10.0,5.0,0.24227,14.0,13.0,4032.33183158,2021-06-09 22:20:08.000000,EQcorrscan,,2021-06-08 15:42:38.278030,,"BHW, BSWZ, CAW, CMWZ, DUWZ, GVZ, KIW, LTZ, OGWZ, PLWZ, THZ, TUWZ, WEL",,,,,,2016_11_15t10_49_20,Unknown
6455,6455,2016-11-15 11:54:57.055000,-42.52951,173.30928,10163.0,1.74136032323,,0.0,,smi:local/2016_11_15t11_45_30_20161115T115502.078396,461.0,1.74136032323,,,ML,0.0,0.0,8.0,14.0,0.4635,27.0,0.0,529.0,2021-06-09 22:20:06.000000,EQcorrscan,,2021-06-08 15:42:32.915867,,,,,,,,2016_11_15t11_45_30,Strike-slip
6456,6456,2016-11-15 11:58:06.132000,-41.85334,174.19004,8702.0,2.71696533036,,0.0,,smi:local/2016_11_15t11_58_49_20161115T115810.011729,74.0,2.71696533036,,,ML,0.0,0.0,15.0,20.0,1.31730372965,257.0,0.0,68.0,2021-06-09 22:20:11.000000,EQcorrscan,,2021-06-08 15:42:32.314197,,,,,,,,2016_11_15t11_58_49,Unknown
6457,6457,2016-11-15 11:58:46.169000,-41.85345,174.19244,8683.0,2.98595020154,,0.0,,smi:local/2016_11_15t11_58_49_20161115T115849.678396,57.0,2.98595020154,,,ML,0.0,0.0,17.0,20.0,1.31853333333,248.0,0.0,49.0,2021-06-09 22:20:14.000000,EQcorrscan,,2021-06-08 15:42:32.297946,,,,,,,,2016_11_15t11_58_49,Unknown
6458,6458,2016-11-15 11:59:22.096000,-41.73459,174.25498,10754.0,2.05559595209,,0.0,,smi:local/2016_11_15t06_09_38_20161115T115925.678396,344.0,2.05559595209,,,ML,0.0,0.0,4.0,22.0,0.558964401294,127.0,0.0,323.0,2021-06-09 22:20:16.000000,EQcorrscan,,2021-06-08 15:43:05.391475,,,,,,,,2016_11_15t06_09_38,Strike-slip
6459,6459,2016-11-15 12:02:33.244000,-41.71784,174.25517,6257.0,1.75385358864,,0.0,,smi:local/2016_11_13t16_50_37_20161115T120240.278396,272.0,1.75385358864,,,ML,0.0,0.0,2.0,22.0,1.29185185185,218.0,0.0,275.0,2021-06-09 22:20:18.000000,EQcorrscan,,2021-06-08 15:42:57.495786,,,,,,,,2016_11_13t16_50_37,Unknown
